date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum
2021-10-20,łódzkie,LD,292,123983,4,4414,3712,1084201,314,136739,53,111100
2021-10-21,łódzkie,LD,214,124197,2,4416,3042,1087243,244,136983,102,111202
2021-10-22,łódzkie,LD,312,124509,6,4422,3453,1090696,346,137329,124,111326
2021-10-23,łódzkie,LD,235,124744,1,4423,3158,1093854,279,137608,165,111491
2021-10-24,łódzkie,LD,238,124982,0,4423,2368,1096222,262,137870,162,111653
2021-10-25,łódzkie,LD,103,125085,0,4423,1382,1097604,112,137982,154,111807
2021-10-26,łódzkie,LD,351,125436,12,4435,4203,1101807,392,138374,123,111930
2021-10-27,łódzkie,LD,352,125788,14,4449,3811,1105618,385,138759,82,112012
2021-10-28,łódzkie,LD,592,126380,8,4457,4444,1110062,641,139400,232,112244
2021-10-29,łódzkie,LD,560,126940,5,4462,4083,1114145,612,140012,262,112506
2021-10-30,łódzkie,LD,618,127558,6,4468,4518,1118663,676,140688,229,112735
2021-10-31,łódzkie,LD,412,127970,1,4469,2378,1121041,444,141132,292,113027
2021-11-01,łódzkie,LD,285,128255,1,4470,1894,1122935,311,141443,285,113312
2021-11-02,łódzkie,LD,320,128575,0,4470,1955,1124890,354,141797,181,113493
2021-11-03,łódzkie,LD,637,129212,4,4474,5090,1129980,691,142488,136,113629
2021-11-04,łódzkie,LD,1031,130243,22,4496,5892,1135872,1113,143601,364,113993
2021-11-05,łódzkie,LD,1029,131272,10,4506,6106,1141978,1145,144746,435,114428
2021-11-06,łódzkie,LD,893,132165,19,4525,5809,1147787,995,145741,520,114948
2021-11-07,łódzkie,LD,902,133067,1,4526,3965,1151752,967,146708,498,115446
2021-11-08,łódzkie,LD,519,133586,0,4526,2446,1154198,607,147315,540,115986
2021-11-09,łódzkie,LD,794,134380,14,4540,5422,1159620,870,148185,433,116419
2021-11-10,łódzkie,LD,1290,135670,19,4559,6201,1165821,1383,149568,309,116728
2021-11-11,łódzkie,LD,1262,136932,23,4582,7072,1172893,1397,150965,383,117111
2021-11-12,łódzkie,LD,656,137588,1,4583,2965,1175858,731,151696,671,117782
2021-11-13,łódzkie,LD,982,138570,23,4606,5064,1180922,1083,152779,961,118743
2021-11-14,łódzkie,LD,742,139312,0,4606,3466,1184388,817,153596,1025,119768
2021-11-15,łódzkie,LD,586,139898,0,4606,2923,1187311,666,154262,946,120714
2021-11-16,łódzkie,LD,1001,140899,26,4632,6193,1193504,1124,155386,835,121549
2021-11-17,łódzkie,LD,1543,142442,25,4657,6842,1200346,1685,157071,555,122104
2021-11-18,łódzkie,LD,1381,143823,26,4683,7059,1207405,1513,158584,813,122917
2021-11-19,łódzkie,LD,1398,145221,4,4687,6406,1213811,1555,160139,1263,124180
2021-11-20,łódzkie,LD,1285,146506,24,4711,6318,1220129,1432,161571,1261,125441
2021-11-21,łódzkie,LD,961,147467,0,4711,4224,1224353,1073,162644,701,126142
2021-11-22,łódzkie,LD,709,148176,0,4711,3141,1227494,790,163434,960,127102
2021-11-23,łódzkie,LD,1151,149327,27,4738,5942,1233436,1294,164728,854,127956
2021-11-24,łódzkie,LD,1885,151212,31,4769,7825,1241261,2017,166745,634,128590
2021-11-25,łódzkie,LD,1601,152813,34,4803,7671,1248932,1766,168511,1131,129721
2021-11-26,łódzkie,LD,1338,154151,33,4836,6471,1255403,1447,169958,1550,131271
2021-11-27,łódzkie,LD,1600,155751,33,4869,7386,1262789,1754,171712,1476,132747
2021-11-28,łódzkie,LD,1207,156958,0,4869,4660,1267449,1360,173072,1415,134162
2021-11-29,łódzkie,LD,690,157648,0,4869,3206,1270655,757,173829,1183,135345
2021-11-30,łódzkie,LD,1099,158747,31,4900,6337,1276992,1238,175067,1087,136432
2021-12-01,łódzkie,LD,1681,160428,46,4946,7229,1284221,1855,176922,764,137196
2021-12-02,łódzkie,LD,1666,162094,39,4985,7458,1291679,1883,178805,1191,138387
2021-12-03,łódzkie,LD,1458,163552,25,5010,7330,1299009,1611,180416,1815,140202
2021-12-04,łódzkie,LD,1416,164968,23,5033,7157,1306166,1573,181989,1634,141836
2021-12-05,łódzkie,LD,1236,166204,0,5033,4963,1311129,1329,183318,1338,143174
2021-12-06,łódzkie,LD,721,166925,0,5033,3068,1314197,814,184132,1672,144846
2021-12-07,łódzkie,LD,1371,168296,25,5058,7112,1321309,1513,185645,1213,146059
2021-12-08,łódzkie,LD,1679,169975,62,5120,8004,1329313,1840,187485,693,146752
2021-12-09,łódzkie,LD,1628,171603,33,5153,7473,1336786,1905,189390,1224,147976
2021-12-10,łódzkie,LD,1347,172950,29,5182,6579,1343365,1476,190866,1669,149645
2021-12-11,łódzkie,LD,1309,174259,26,5208,7255,1350620,1460,192326,1719,151364
2021-12-12,łódzkie,LD,1110,175369,0,5208,4889,1355509,1271,193597,1454,152818
2021-12-13,łódzkie,LD,700,176069,0,5208,3129,1358638,777,194374,1557,154375
2021-12-14,łódzkie,LD,1231,177300,36,5244,6949,1365587,1401,195775,1118,155493
2021-12-15,łódzkie,LD,1406,178706,32,5276,7178,1372765,1606,197381,859,156352
2021-12-16,łódzkie,LD,1497,180203,42,5318,7352,1380117,1683,199064,1525,157877
2021-12-17,łódzkie,LD,1070,181273,41,5359,6304,1386421,1217,200281,1590,159467
2021-12-18,łódzkie,LD,1138,182411,42,5401,6955,1393376,1294,201575,1800,161267
2021-12-19,łódzkie,LD,858,183269,1,5402,4622,1397998,971,202546,1305,162572
2021-12-20,łódzkie,LD,573,183842,1,5403,3317,1401315,675,203221,1331,163903
2021-12-21,łódzkie,LD,912,184754,44,5447,6296,1407611,1040,204261,1143,165046
2021-12-22,łódzkie,LD,1061,185815,48,5495,7032,1414643,1220,205481,774,165820
2021-12-23,łódzkie,LD,1111,186926,61,5556,6795,1421438,1265,206746,1319,167139
2021-12-24,łódzkie,LD,964,187890,40,5596,5972,1427410,1101,207847,1445,168584
2021-12-25,łódzkie,LD,672,188562,0,5596,3705,1431115,761,208608,1521,170105
2021-12-26,łódzkie,LD,277,188839,0,5596,2166,1433281,320,208928,1127,171232
2021-12-27,łódzkie,LD,293,189132,1,5597,2611,1435892,379,209307,1134,172366
2021-12-28,łódzkie,LD,782,189914,65,5662,6639,1442531,876,210183,846,173212
2021-12-29,łódzkie,LD,999,190913,72,5734,6765,1449296,1145,211328,660,173872
2021-12-30,łódzkie,LD,851,191764,36,5770,6448,1455744,979,212307,1056,174928
2021-12-31,łódzkie,LD,872,192636,52,5822,6427,1462171,1011,213318,1113,176041
2022-01-01,łódzkie,LD,746,193382,41,5863,5376,1467547,836,214154,1094,177135
2022-01-02,łódzkie,LD,360,193742,2,5865,3142,1470689,422,214576,974,178109
2022-01-03,łódzkie,LD,271,194013,0,5865,2958,1473647,324,214900,688,178797
2022-01-04,łódzkie,LD,835,194848,30,5895,7693,1481340,982,215882,342,179139
2022-01-05,łódzkie,LD,1062,195910,40,5935,7458,1488798,1230,217112,348,179487
2022-01-06,łódzkie,LD,799,196709,44,5979,6132,1494930,912,218024,844,180331
2022-01-07,łódzkie,LD,483,197192,2,5981,3569,1498499,607,218631,957,181288
2022-01-08,łódzkie,LD,666,197858,18,5999,5336,1503835,789,219420,898,182186
2022-01-09,łódzkie,LD,590,198448,0,5999,4375,1508210,689,220109,894,183080
2022-01-10,łódzkie,LD,421,198869,0,5999,3028,1511238,493,220602,757,183837
2022-01-11,łódzkie,LD,785,199654,24,6023,6888,1518126,904,221506,433,184270
2022-01-12,łódzkie,LD,758,200412,66,6089,6638,1524764,931,222437,384,184654
2022-01-13,łódzkie,LD,744,201156,23,6112,6050,1530814,887,223324,899,185553
2022-01-14,łódzkie,LD,809,201965,33,6145,7253,1538067,972,224296,1033,186586
2022-01-15,łódzkie,LD,682,202647,25,6170,5544,1543611,846,225142,919,187505
2022-01-16,łódzkie,LD,710,203357,3,6173,4189,1547800,863,226005,571,188076
2022-01-17,łódzkie,LD,529,203886,1,6174,3195,1550995,690,226695,670,188746
2022-01-18,łódzkie,LD,1191,205077,36,6210,6816,1557811,1464,228159,675,189421
2022-01-19,łódzkie,LD,1360,206437,41,6251,7735,1565546,1635,229794,452,189873
2022-01-20,łódzkie,LD,1773,208210,36,6287,8375,1573921,2117,231911,858,190731
2022-01-21,łódzkie,LD,1765,209975,22,6309,8170,1582091,2084,233995,785,191516
2022-01-22,łódzkie,LD,2387,212362,19,6328,9893,1591984,2833,236828,854,192370
2022-01-23,łódzkie,LD,1888,214250,1,6329,6888,1598872,2310,239138,897,193267
2022-01-24,łódzkie,LD,1453,215703,0,6329,5262,1604134,1735,240873,897,194164
2022-01-25,łódzkie,LD,2473,218176,27,6356,9938,1614072,2882,243755,699,194863
2022-01-26,łódzkie,LD,3498,221674,20,6376,11845,1625917,4146,247901,688,195551
2022-01-27,łódzkie,LD,3098,224772,11,6387,10800,1636717,3752,251653,1352,196903
2022-01-28,łódzkie,LD,3876,228648,26,6413,12578,1649295,4714,256367,1551,198454
2022-01-29,łódzkie,LD,3443,232091,16,6429,11556,1660851,4122,260489,2005,200459
2022-01-30,łódzkie,LD,3042,235133,4,6433,9308,1670159,3625,264114,2020,202479
2022-01-31,łódzkie,LD,2141,237274,10,6443,6471,1676630,2783,266897,2616,205095
2022-02-01,łódzkie,LD,2710,239984,20,6463,9724,1686354,3205,270102,2191,207286
2022-02-02,łódzkie,LD,3663,243647,20,6483,12401,1698755,4406,274508,1627,208913
2022-02-03,łódzkie,LD,3901,247548,18,6501,12766,1711521,4742,279250,2737,211650
2022-02-04,łódzkie,LD,3343,250891,18,6519,12109,1723630,4148,283398,4035,215685
2022-02-05,łódzkie,LD,3337,254228,38,6557,11871,1735501,4021,287419,3878,219563
2022-02-06,łódzkie,LD,2516,256744,0,6557,8641,1744142,3067,290486,4092,223655
2022-02-07,łódzkie,LD,1537,258281,2,6559,5335,1749477,1863,292349,3937,227592
2022-02-08,łódzkie,LD,2595,260876,13,6572,10068,1759545,2788,295137,3305,230897
2022-02-09,łódzkie,LD,3380,264256,23,6595,11249,1770794,3627,298764,2570,233467
2022-02-10,łódzkie,LD,2748,267004,11,6606,9660,1780454,2978,301742,3727,237194
2022-02-11,łódzkie,LD,2069,269073,25,6631,8618,1789072,2268,304010,4191,241385
2022-02-12,łódzkie,LD,2083,271156,24,6655,8755,1797827,2273,306283,4362,245747
2022-02-13,łódzkie,LD,1380,272536,0,6655,5785,1803612,1552,307835,3668,249415
2022-02-14,łódzkie,LD,788,273324,1,6656,3657,1807269,909,308744,3944,253359
2022-02-15,łódzkie,LD,1394,274718,28,6684,7311,1814580,1525,310269,2608,255967
2022-02-16,łódzkie,LD,1517,276235,35,6719,7066,1821646,1697,311966,1838,257805
2022-02-17,łódzkie,LD,1789,278024,20,6739,8375,1830021,2043,314009,2782,260587
2022-02-18,łódzkie,LD,1228,279252,22,6761,6382,1836403,1383,315392,3361,263948
2022-02-19,łódzkie,LD,1248,280500,28,6789,6999,1843402,1435,316827,2716,266664
2022-02-20,łódzkie,LD,750,281250,0,6789,3951,1847353,854,317681,2070,268734
2022-02-21,łódzkie,LD,544,281794,8,6797,3228,1850581,645,318326,2453,271187
2022-02-22,łódzkie,LD,1242,283036,29,6826,7094,1857675,1369,319695,2962,274149
2022-02-23,łódzkie,LD,1109,284145,29,6855,5924,1863599,1271,320966,2347,276496
2022-02-24,łódzkie,LD,1097,285242,24,6879,5981,1869580,1209,322175,2030,278526
2022-02-25,łódzkie,LD,830,286072,5,6884,5033,1874613,947,323122,1260,279786
2022-02-26,łódzkie,LD,727,286799,15,6899,4959,1879572,827,323949,902,280688
2022-02-27,łódzkie,LD,377,287176,1,6900,3107,1882679,464,324413,560,281248
2022-02-28,łódzkie,LD,391,287567,0,6900,3043,1885722,453,324866,1287,282535
2022-03-01,łódzkie,LD,762,288329,15,6915,5898,1891620,894,325760,1169,283704
2022-03-02,łódzkie,LD,816,289145,30,6945,5609,1897229,938,326698,1155,284859
2022-03-03,łódzkie,LD,711,289856,24,6969,5149,1902378,799,327497,873,285732
2022-03-04,łódzkie,LD,627,290483,15,6984,4888,1907266,726,328223,779,286511
2022-03-05,łódzkie,LD,605,291088,24,7008,4526,1911792,687,328910,496,287007
2022-03-06,łódzkie,LD,391,291479,1,7009,2802,1914594,442,329352,378,287385
2022-03-07,łódzkie,LD,279,291758,0,7009,2485,1917079,326,329678,757,288142
2022-03-08,łódzkie,LD,752,292510,19,7028,5596,1922675,836,330514,865,289007
2022-03-09,łódzkie,LD,739,293249,22,7050,5372,1928047,806,331320,771,289778
2022-03-10,łódzkie,LD,729,293978,21,7071,5101,1933148,784,332104,644,290422
2022-03-11,łódzkie,LD,619,294597,11,7082,4312,1937460,696,332800,639,291061
2022-03-12,łódzkie,LD,568,295165,12,7094,4144,1941604,634,333434,460,291521
2022-03-13,łódzkie,LD,365,295530,1,7095,2977,1944581,405,333839,294,291815
2022-03-14,łódzkie,LD,326,295856,0,7095,2315,1946896,367,334206,761,292576
2022-03-15,łódzkie,LD,768,296624,13,7108,5579,1952475,845,335051,793,293369
2022-03-16,łódzkie,LD,793,297417,23,7131,5319,1957794,847,335898,750,294119
2022-03-17,łódzkie,LD,720,298137,12,7143,5293,1963087,799,336697,634,294753
2022-03-18,łódzkie,LD,587,298724,10,7153,4222,1967309,649,337346,611,295364
2022-03-19,łódzkie,LD,579,299303,4,7157,4175,1971484,642,337988,407,295771
2022-03-20,łódzkie,LD,273,299576,0,7157,2366,1973850,303,338291,347,296118
2022-03-21,łódzkie,LD,270,299846,0,7157,2233,1976083,297,338588,794,296912
2022-03-22,łódzkie,LD,667,300513,10,7167,5193,1981276,741,339329,824,297736
2022-03-23,łódzkie,LD,587,301100,12,7179,4624,1985900,648,339977,722,298458
2022-03-24,łódzkie,LD,552,301652,15,7194,4439,1990339,602,340579,600,299058
2022-03-25,łódzkie,LD,431,302083,15,7209,3962,1994301,472,341051,587,299645
2022-03-26,łódzkie,LD,420,302503,3,7212,3917,1998218,477,341528,366,300011
2022-03-27,łódzkie,LD,155,302658,0,7212,2125,2000343,177,341705,263,300274
2022-03-28,łódzkie,LD,164,302822,0,7212,1832,2002175,182,341887,663,300937
2022-03-29,łódzkie,LD,445,303267,6,7218,4381,2006556,514,342401,646,301583
2022-03-30,łódzkie,LD,370,303637,13,7231,4112,2010668,426,342827,606,302189
2022-03-31,łódzkie,LD,326,303963,8,7239,3948,2014616,395,343222,437,302626
2022-04-01,łódzkie,LD,254,304217,5,7244,3568,2018184,306,343528,425,303051
2022-04-02,łódzkie,LD,112,304329,12,7256,1703,2019887,153,343681,175,303226
2022-04-03,łódzkie,LD,34,304363,0,7256,516,2020403,49,343730,68,303294
2022-04-04,łódzkie,LD,38,304401,0,7256,653,2021056,43,343773,4,303298
2022-04-05,łódzkie,LD,116,304517,1,7257,1489,2022545,140,343913,26,303324
2022-04-06,łódzkie,LD,92,304609,3,7260,1397,2023942,111,344024,7,303331
2022-04-07,łódzkie,LD,87,304696,6,7266,1643,2025585,104,344128,19,303350
2022-04-08,łódzkie,LD,82,304778,3,7269,1587,2027172,123,344251,11,303361
2022-04-09,łódzkie,LD,81,304859,4,7273,1585,2028757,98,344349,14,303375
2022-04-10,łódzkie,LD,32,304891,0,7273,630,2029387,35,344384,2,303377
2022-04-11,łódzkie,LD,24,304915,0,7273,447,2029834,33,344417,2,303379
2022-04-12,łódzkie,LD,96,305011,4,7277,1171,2031005,103,344520,9,303388
2022-04-13,łódzkie,LD,98,305109,5,7282,1202,2032207,133,344653,7,303395
2022-04-14,łódzkie,LD,69,305178,2,7284,808,2033015,76,344729,10,303405
2022-04-15,łódzkie,LD,61,305239,3,7287,794,2033809,68,344797,8,303413
2022-04-16,łódzkie,LD,79,305318,4,7291,737,2034546,91,344888,6,303419
2022-04-17,łódzkie,LD,31,305349,0,7291,349,2034895,36,344924,2,303421
2022-04-18,łódzkie,LD,17,305366,0,7291,332,2035227,21,344945,5,303426
2022-04-19,łódzkie,LD,19,305385,0,7291,363,2035590,25,344970,7,303433
2022-04-20,łódzkie,LD,90,305475,0,7291,938,2036528,105,345075,14,303447
2022-04-21,łódzkie,LD,74,305549,3,7294,1003,2037531,86,345161,9,303456
2022-04-22,łódzkie,LD,66,305615,3,7297,743,2038274,72,345233,9,303465
2022-04-23,łódzkie,LD,72,305687,4,7301,738,2039012,82,345315,5,303470
2022-04-24,łódzkie,LD,20,305707,0,7301,405,2039417,29,345344,3,303473
2022-04-25,łódzkie,LD,20,305727,0,7301,389,2039806,25,345369,4,303477
2022-04-26,łódzkie,LD,75,305802,0,7301,872,2040678,90,345459,10,303487
2022-04-27,łódzkie,LD,60,305862,0,7301,731,2041409,67,345526,4,303491
2022-04-28,łódzkie,LD,60,305922,2,7303,801,2042210,65,345591,9,303500
2022-04-29,łódzkie,LD,58,305980,1,7304,775,2042985,71,345662,5,303505
2022-04-30,łódzkie,LD,40,306020,2,7306,816,2043801,51,345713,10,303515
2022-05-01,łódzkie,LD,14,306034,0,7306,443,2044244,16,345729,0,303515
2022-05-02,łódzkie,LD,18,306052,0,7306,346,2044590,21,345750,3,303518
2022-05-03,łódzkie,LD,44,306096,0,7306,626,2045216,49,345799,3,303521
2022-05-04,łódzkie,LD,7,306103,0,7306,257,2045473,7,345806,0,303521
2022-05-05,łódzkie,LD,42,306145,3,7309,618,2046091,61,345867,2,303523
2022-05-06,łódzkie,LD,24,306169,1,7310,557,2046648,28,345895,1,303524
2022-05-07,łódzkie,LD,36,306205,1,7311,658,2047306,39,345934,2,303526
2022-05-08,łódzkie,LD,8,306213,0,7311,304,2047610,10,345944,0,303526
2022-05-09,łódzkie,LD,8,306221,0,7311,246,2047856,14,345958,1,303527
2022-05-10,łódzkie,LD,39,306260,1,7312,555,2048411,44,346002,7,303534
2022-05-11,łódzkie,LD,31,306291,0,7312,529,2048940,38,346040,2,303536
2022-05-12,łódzkie,LD,33,306324,1,7313,497,2049437,35,346075,8,303544
2022-05-13,łódzkie,LD,22,306346,0,7313,510,2049947,29,346104,1,303545
2022-05-14,łódzkie,LD,24,306370,0,7313,461,2050408,26,346130,3,303548
2022-05-15,łódzkie,LD,5,306375,0,7313,297,2050705,8,346138,1,303549
2022-05-16,łódzkie,LD,6,306381,0,7313,220,2050925,6,346144,0,303549
2022-05-17,łódzkie,LD,27,306408,0,7313,578,2051503,32,346176,3,303552
2022-05-18,łódzkie,LD,22,306430,0,7313,478,2051981,24,346200,1,303553
2022-05-19,łódzkie,LD,17,306447,0,7313,439,2052420,25,346225,3,303556
2022-05-20,łódzkie,LD,17,306464,1,7314,551,2052971,20,346245,1,303557
2022-05-21,łódzkie,LD,14,306478,2,7316,339,2053310,16,346261,2,303559
2022-05-22,łódzkie,LD,3,306481,0,7316,219,2053529,4,346265,2,303561
2022-05-23,łódzkie,LD,4,306485,0,7316,175,2053704,7,346272,3,303564
2022-05-24,łódzkie,LD,23,306508,0,7316,384,2054088,28,346300,0,303564
2022-05-25,łódzkie,LD,16,306524,1,7317,344,2054432,19,346319,3,303567
2022-05-26,łódzkie,LD,19,306543,1,7318,340,2054772,27,346346,2,303569
2022-05-27,łódzkie,LD,14,306557,0,7318,395,2055167,17,346363,1,303570
2022-05-28,łódzkie,LD,9,306566,0,7318,410,2055577,16,346379,3,303573
2022-05-29,łódzkie,LD,9,306575,0,7318,244,2055821,10,346389,2,303575
2022-05-30,łódzkie,LD,3,306578,0,7318,151,2055972,4,346393,0,303575
2022-05-31,łódzkie,LD,26,306604,1,7319,482,2056454,31,346424,1,303576
2022-06-01,łódzkie,LD,17,306621,0,7319,395,2056849,21,346445,0,303576
2022-06-02,łódzkie,LD,11,306632,0,7319,268,2057117,11,346456,0,303576
2022-06-03,łódzkie,LD,10,306642,0,7319,244,2057361,10,346466,0,303576
2022-06-04,łódzkie,LD,12,306654,8,7327,216,2057577,12,346478,0,303576
2022-06-05,łódzkie,LD,2,306656,0,7327,137,2057714,3,346481,0,303576
2022-06-06,łódzkie,LD,2,306658,0,7327,89,2057803,2,346483,0,303576
2022-06-07,łódzkie,LD,21,306679,0,7327,235,2058038,22,346505,2,303578
2022-06-08,łódzkie,LD,15,306694,2,7329,207,2058245,16,346521,2,303580
2022-06-09,łódzkie,LD,11,306705,1,7330,296,2058541,13,346534,1,303581
2022-06-10,łódzkie,LD,16,306721,1,7331,257,2058798,16,346550,0,303581
2022-06-11,łódzkie,LD,20,306741,1,7332,234,2059032,21,346571,0,303581
2022-06-12,łódzkie,LD,3,306744,0,7332,148,2059180,3,346574,0,303581
2022-06-13,łódzkie,LD,1,306745,0,7332,95,2059275,1,346575,1,303582
2022-06-14,łódzkie,LD,14,306759,0,7332,182,2059457,16,346591,0,303582
2022-06-15,łódzkie,LD,17,306776,2,7334,199,2059656,21,346612,2,303584
2022-06-16,łódzkie,LD,8,306784,0,7334,240,2059896,9,346621,1,303585
2022-06-17,łódzkie,LD,4,306788,0,7334,70,2059966,4,346625,1,303586
2022-06-18,łódzkie,LD,13,306801,0,7334,175,2060141,15,346640,0,303586
2022-06-19,łódzkie,LD,1,306802,0,7334,80,2060221,1,346641,1,303587
2022-06-20,łódzkie,LD,5,306807,0,7334,72,2060293,5,346646,0,303587
2022-06-21,łódzkie,LD,24,306831,1,7335,235,2060528,25,346671,1,303588
2022-06-22,łódzkie,LD,12,306843,0,7335,188,2060716,12,346683,0,303588
2022-06-23,łódzkie,LD,21,306864,0,7335,171,2060887,22,346705,0,303588
2022-06-24,łódzkie,LD,20,306884,0,7335,172,2061059,21,346726,2,303590
2022-06-25,łódzkie,LD,22,306906,0,7335,159,2061218,24,346750,1,303591
2022-06-26,łódzkie,LD,9,306915,0,7335,140,2061358,9,346759,0,303591
2022-06-27,łódzkie,LD,7,306922,0,7335,95,2061453,7,346766,0,303591
2022-06-28,łódzkie,LD,39,306961,0,7335,222,2061675,43,346809,0,303591
2022-06-29,łódzkie,LD,21,306982,0,7335,170,2061845,23,346832,0,303591
2022-06-30,łódzkie,LD,38,307020,0,7335,201,2062046,44,346876,0,303591
2022-07-01,łódzkie,LD,43,307063,1,7336,216,2062262,46,346922,0,303591
2022-07-02,łódzkie,LD,37,307100,1,7337,223,2062485,44,346966,0,303591
2022-07-03,łódzkie,LD,5,307105,0,7337,97,2062582,6,346972,0,303591
2022-07-04,łódzkie,LD,6,307111,0,7337,72,2062654,6,346978,0,303591
2022-07-05,łódzkie,LD,58,307169,0,7337,236,2062890,60,347038,1,303592
2022-07-06,łódzkie,LD,38,307207,0,7337,229,2063119,43,347081,0,303592
2022-07-07,łódzkie,LD,63,307270,0,7337,249,2063368,67,347148,0,303592
2022-07-08,łódzkie,LD,48,307318,0,7337,227,2063595,51,347199,2,303594
2022-07-09,łódzkie,LD,67,307385,0,7337,240,2063835,72,347271,0,303594
2022-07-10,łódzkie,LD,9,307394,0,7337,85,2063920,9,347280,0,303594
2022-07-11,łódzkie,LD,15,307409,0,7337,82,2064002,17,347297,1,303595
2022-07-12,łódzkie,LD,118,307527,0,7337,375,2064377,123,347420,1,303596
2022-07-13,łódzkie,LD,94,307621,1,7338,341,2064718,101,347521,1,303597
2022-07-14,łódzkie,LD,117,307738,0,7338,341,2065059,120,347641,0,303597
2022-07-15,łódzkie,LD,67,307805,0,7338,232,2065291,69,347710,0,303597
2022-07-16,łódzkie,LD,64,307869,0,7338,231,2065522,67,347777,0,303597
2022-07-17,łódzkie,LD,25,307894,0,7338,105,2065627,33,347810,1,303598
2022-07-18,łódzkie,LD,9,307903,0,7338,67,2065694,9,347819,0,303598
2022-07-19,łódzkie,LD,138,308041,0,7338,404,2066098,141,347960,3,303601
2022-07-20,łódzkie,LD,174,308215,0,7338,461,2066559,182,348142,0,303601
