country,code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Poland,POL,2020-12-28,2000,2000,,,,,0.01,0.01,,,,,
Poland,POL,2020-12-29,6300,6300,,,4300,4300,0.02,0.02,,,108,4300,0.011
Poland,POL,2020-12-30,36300,36300,,,30000,17150,0.09,0.09,,,430,17150,0.043
Poland,POL,2020-12-31,47600,47600,,,11300,15200,0.12,0.12,,,381,15200,0.038
Poland,POL,2021-01-01,,,,,,11749,,,,,295,11749,0.029
Poland,POL,2021-01-02,50391,50391,,,,9678,0.13,0.13,,,243,9678,0.024
Poland,POL,2021-01-03,50833,50833,,,442,8139,0.13,0.13,,,204,8139,0.02
Poland,POL,2021-01-04,92220,92220,,,41387,12889,0.23,0.23,,,323,12889,0.032
Poland,POL,2021-01-05,140226,140226,,,48006,19132,0.35,0.35,,,480,19132,0.048
Poland,POL,2021-01-06,160359,160359,,,20133,17723,0.4,0.4,,,445,17723,0.044
Poland,POL,2021-01-07,188956,188956,,,28597,20194,0.47,0.47,,,507,20194,0.051
Poland,POL,2021-01-08,198787,198787,,,9831,21399,0.5,0.5,,,537,21399,0.054
Poland,POL,2021-01-09,200022,200022,,,1235,21376,0.5,0.5,,,536,21376,0.054
Poland,POL,2021-01-10,203053,203053,,,3031,21746,0.51,0.51,,,546,21746,0.055
Poland,POL,2021-01-11,257834,257834,,,54781,23659,0.65,0.65,,,594,23659,0.059
Poland,POL,2021-01-12,309620,309620,,,51786,24199,0.78,0.78,,,607,24199,0.061
Poland,POL,2021-01-13,369212,369212,,,59592,29836,0.93,0.93,,,749,29836,0.075
Poland,POL,2021-01-14,410480,410480,,,41268,31646,1.03,1.03,,,794,31646,0.079
Poland,POL,2021-01-15,436963,436963,,,26483,34025,1.1,1.1,,,854,34025,0.085
Poland,POL,2021-01-16,457303,457303,,,20340,36754,1.15,1.15,,,922,36754,0.092
Poland,POL,2021-01-17,469466,468795,671,,12163,38059,1.18,1.18,0.0,,955,37963,0.095
Poland,POL,2021-01-18,495164,491696,3468,,25698,33904,1.24,1.23,0.01,,851,33409,0.084
Poland,POL,2021-01-19,541229,530055,11174,,46065,33087,1.36,1.33,0.03,,830,31491,0.079
Poland,POL,2021-01-20,591785,566793,24992,,50556,31796,1.48,1.42,0.06,,798,28226,0.071
Poland,POL,2021-01-21,644999,605313,39686,,53214,33503,1.62,1.52,0.1,,841,27833,0.07
Poland,POL,2021-01-22,684277,638798,45479,,39278,35331,1.72,1.6,0.11,,886,28834,0.072
Poland,POL,2021-01-23,701164,654184,46980,,16887,34837,1.76,1.64,0.12,,874,28126,0.071
Poland,POL,2021-01-24,707474,659753,47721,,6310,34001,1.78,1.66,0.12,,853,27280,0.068
Poland,POL,2021-01-25,776987,701222,75765,,69513,40260,1.95,1.76,0.19,,1010,29932,0.075
Poland,POL,2021-01-26,905457,782413,123044,,128470,52033,2.27,1.96,0.31,,1305,36051,0.09
Poland,POL,2021-01-27,1008253,858474,149779,,102796,59495,2.53,2.15,0.38,,1493,41669,0.105
Poland,POL,2021-01-28,1097036,917908,179128,,88783,64577,2.75,2.3,0.45,,1620,44656,0.112
Poland,POL,2021-01-29,1141081,945600,195481,,44045,65258,2.86,2.37,0.49,,1637,43829,0.11
Poland,POL,2021-01-30,1156931,958453,198478,,15850,65110,2.9,2.4,0.5,,1634,43467,0.109
Poland,POL,2021-01-31,1176904,976367,200537,,19973,67061,2.95,2.45,0.5,,1683,45231,0.113
Poland,POL,2021-02-01,1231716,998587,233129,,54812,64961,3.09,2.51,0.58,,1630,42481,0.107
Poland,POL,2021-02-02,1342435,1053245,289190,,110719,62425,3.37,2.64,0.73,,1566,38690,0.097
Poland,POL,2021-02-03,1461578,1117146,344432,,119143,64761,3.67,2.8,0.86,,1625,36953,0.093
Poland,POL,2021-02-04,1566604,1171229,395375,,105026,67081,3.93,2.94,0.99,,1683,36189,0.091
Poland,POL,2021-02-05,1617764,1193034,424730,,51160,68098,4.06,2.99,1.07,,1709,35348,0.089
Poland,POL,2021-02-06,1641158,1200793,440365,,23394,69175,4.12,3.01,1.1,,1736,34620,0.087
Poland,POL,2021-02-07,1656708,1206212,450496,,15550,68543,4.16,3.03,1.13,,1720,32835,0.082
Poland,POL,2021-02-08,,,,,,69071,,,,,1733,35758,0.09
Poland,POL,2021-02-09,1773715,1291569,482146,,,61611,4.45,3.24,1.21,,1546,34046,0.085
Poland,POL,2021-02-10,,,,,,60307,,,,,1513,33601,0.084
Poland,POL,2021-02-11,1993739,1413132,580607,,,61019,5.0,3.55,1.46,,1531,34558,0.087
Poland,POL,2021-02-12,2071009,1446102,624907,,77270,64749,5.2,3.63,1.57,,1625,36153,0.091
Poland,POL,2021-02-13,2107089,1466439,640650,,36080,66562,5.29,3.68,1.61,,1670,37949,0.095
Poland,POL,2021-02-14,2122245,1476274,645971,,15156,66505,5.32,3.7,1.62,,1669,38580,0.097
Poland,POL,2021-02-15,2159146,1500911,658235,,36901,63419,5.42,3.77,1.65,,1591,36003,0.09
Poland,POL,2021-02-16,2230117,1538737,691380,,70971,65200,5.6,3.86,1.73,,1636,35310,0.089
Poland,POL,2021-02-17,2384794,1610734,774060,,154677,71581,5.98,4.04,1.94,,1796,36912,0.093
Poland,POL,2021-02-18,2556999,1691115,865884,,172205,80466,6.42,4.24,2.17,,2019,39712,0.1
Poland,POL,2021-02-19,2660776,1743841,916935,,103777,84252,6.68,4.38,2.3,,2114,42534,0.107
Poland,POL,2021-02-20,2697815,1772133,925682,,37039,84389,6.77,4.45,2.32,,2117,43671,0.11
Poland,POL,2021-02-21,2715159,1785194,929965,,17344,84702,6.81,4.48,2.33,,2125,44131,0.111
Poland,POL,2021-02-22,2759436,1824654,934782,,44277,85756,6.92,4.58,2.35,,2152,46249,0.116
Poland,POL,2021-02-23,,,,,,92135,,,,,2312,50453,0.127
Poland,POL,2021-02-24,2990683,1959165,1031518,,,86556,7.5,4.92,2.59,,2172,49776,0.125
Poland,POL,2021-02-25,,,,,,81893,,,,,2055,48478,0.122
Poland,POL,2021-02-26,3269812,2101754,1168058,,,87005,8.2,5.27,2.93,,2183,51130,0.128
Poland,POL,2021-02-27,,,,,,86467,,,,,2169,50507,0.127
Poland,POL,2021-02-28,3336354,2149607,1186747,,,88742,8.37,5.39,2.98,,2227,52059,0.131
Poland,POL,2021-03-01,3383426,2190526,1192900,,47072,89141,8.49,5.5,2.99,,2237,52267,0.131
Poland,POL,2021-03-02,,,,,,89473,,,,,2245,53203,0.133
Poland,POL,2021-03-03,3619316,2338137,1281179,,,89805,9.08,5.87,3.21,,2253,54139,0.136
Poland,POL,2021-03-04,3791577,2424929,1366648,,172261,94476,9.51,6.08,3.43,,2370,56353,0.141
Poland,POL,2021-03-05,,,,,,85933,,,,,2156,53415,0.134
Poland,POL,2021-03-06,3951104,2526389,1424715,,,92574,9.91,6.34,3.57,,2323,57244,0.144
Poland,POL,2021-03-07,,,,,,91652,,,,,2300,56948,0.143
Poland,POL,2021-03-08,4004734,2570094,1434640,,,88758,10.05,6.45,3.6,,2227,54224,0.136
Poland,POL,2021-03-09,4086863,2641693,1445170,,82129,83642,10.25,6.63,3.63,,2099,53909,0.135
Poland,POL,2021-03-10,,,,,,88535,,,,,2221,57234,0.144
Poland,POL,2021-03-11,4391256,2835856,1555400,,,85668,11.02,7.12,3.9,,2149,58704,0.147
Poland,POL,2021-03-12,4487273,2891753,1595520,,96017,87990,11.26,7.26,4.0,,2208,59442,0.149
Poland,POL,2021-03-13,4517537,2914792,1602745,,30264,80919,11.33,7.31,4.02,,2030,55486,0.139
Poland,POL,2021-03-14,4530783,2924629,1606154,,13246,78981,11.37,7.34,4.03,,1982,53770,0.135
Poland,POL,2021-03-15,4557060,2946767,1610293,,26277,78904,11.43,7.39,4.04,,1980,53810,0.135
Poland,POL,2021-03-16,4605929,2984642,1621287,,48869,74152,11.56,7.49,4.07,,1860,48993,0.123
Poland,POL,2021-03-17,4738902,3074378,1664524,,132973,71406,11.89,7.71,4.18,,1792,47943,0.12
Poland,POL,2021-03-18,4893320,3162971,1730349,,154418,71723,12.28,7.94,4.34,,1800,46731,0.117
Poland,POL,2021-03-19,4983494,3213724,1769770,,90174,70889,12.5,8.06,4.44,,1779,45996,0.115
Poland,POL,2021-03-20,5014167,3233998,1780169,,30673,70947,12.58,8.11,4.47,,1780,45601,0.114
Poland,POL,2021-03-21,5026182,3242462,1783720,,12015,70771,12.61,8.14,4.48,,1776,45405,0.114
Poland,POL,2021-03-22,5077928,3289482,1788446,,51746,74410,12.74,8.25,4.49,,1867,48959,0.123
Poland,POL,2021-03-23,5193835,3385827,1808008,,115907,83987,13.03,8.49,4.54,,2107,57312,0.144
Poland,POL,2021-03-24,5381726,3524209,1857517,,187891,91832,13.5,8.84,4.66,,2304,64262,0.161
Poland,POL,2021-03-25,,,,,,96474,,,,,2420,70280,0.176
Poland,POL,2021-03-26,5755551,3785646,1969905,,,110294,14.44,9.5,4.94,,2767,81703,0.205
Poland,POL,2021-03-27,,,,,,114986,,,,,2885,86259,0.216
Poland,POL,2021-03-28,5882581,3889970,1992611,,,122343,14.76,9.76,5.0,,3070,92501,0.232
Poland,POL,2021-03-29,,,,,,129182,,,,,3241,98128,0.246
Poland,POL,2021-03-30,6081824,4062784,2019040,,,126856,15.26,10.19,5.07,,3183,96708,0.243
Poland,POL,2021-03-31,6270976,4231313,2039663,,189152,127036,15.73,10.62,5.12,,3187,101015,0.253
Poland,POL,2021-04-01,6462769,4404565,2058204,,191793,127733,16.21,11.05,5.16,,3205,107091,0.269
Poland,POL,2021-04-02,6614819,4544816,2070003,,152050,122753,16.6,11.4,5.19,,3080,108453,0.272
Poland,POL,2021-04-03,,,,,,116828,,,,,2931,103912,0.261
Poland,POL,2021-04-04,6658909,4585575,2073334,,,110904,16.71,11.51,5.2,,2783,99372,0.249
Poland,POL,2021-04-05,6665384,4591351,2074033,,6475,97597,16.72,11.52,5.2,,2449,87853,0.22
Poland,POL,2021-04-06,,,,,,107242,,,,,2691,98241,0.246
Poland,POL,2021-04-07,6999652,4909594,2090058,,,104097,17.56,12.32,5.24,,2612,96897,0.243
Poland,POL,2021-04-08,7263426,5167241,2096185,,263774,114380,18.22,12.96,5.26,,2870,108954,0.273
Poland,POL,2021-04-09,,,,,,119218,,,,,2991,114809,0.288
Poland,POL,2021-04-10,7635264,5529714,2105550,,,142629,19.16,13.87,5.28,,3579,137788,0.346
Poland,POL,2021-04-11,7687617,5581068,2106549,,52353,146958,19.29,14.0,5.29,,3687,142213,0.357
Poland,POL,2021-04-12,7784384,5670769,2113615,,96767,159857,19.53,14.23,5.3,,4011,154203,0.387
Poland,POL,2021-04-13,7970164,5832860,2137304,,185780,162521,20.0,14.63,5.36,,4078,154627,0.388
Poland,POL,2021-04-14,,,,,,175405,,,,,4401,160740,0.403
Poland,POL,2021-04-15,8484815,6236689,2248126,,,174484,21.29,15.65,5.64,,4378,152778,0.383
Poland,POL,2021-04-16,,,,,,166557,,,,,4179,143408,0.36
Poland,POL,2021-04-17,,,,,,158630,,,,,3980,134037,0.336
Poland,POL,2021-04-18,,,,,,169784,,,,,4260,143221,0.359
Poland,POL,2021-04-19,9006539,6699255,2307284,,,174594,22.6,16.81,5.79,,4380,146927,0.369
Poland,POL,2021-04-20,9210419,6868703,2341716,,203880,177179,23.11,17.23,5.88,,4445,147978,0.371
Poland,POL,2021-04-21,9495317,7079324,2415993,,284898,181118,23.82,17.76,6.06,,4544,149221,0.374
Poland,POL,2021-04-22,9806966,7311128,2495838,,311649,188879,24.61,18.34,6.26,,4739,153491,0.385
Poland,POL,2021-04-23,10069710,7526598,2543112,,262744,207781,25.26,18.88,6.38,,5213,167752,0.421
Poland,POL,2021-04-24,,,,,,208737,,,,,5237,168313,0.422
Poland,POL,2021-04-25,10343967,7765723,2578244,,,209694,25.95,19.48,6.47,,5261,168873,0.424
Poland,POL,2021-04-26,,,,,,219361,,,,,5504,174294,0.437
Poland,POL,2021-04-27,10740169,8072900,2746824,,,218536,26.95,20.25,6.89,,5483,172028,0.432
Poland,POL,2021-04-28,11081369,8229040,2852329,,341200,226579,27.8,20.65,7.16,,5685,164245,0.412
Poland,POL,2021-04-29,11470800,8597875,2872925,,389431,237691,28.78,21.57,7.21,,5964,183821,0.461
Poland,POL,2021-04-30,,,,,,229174,,,,,5750,175858,0.441
Poland,POL,2021-05-01,11877060,8917338,2959722,,,238603,29.8,22.37,7.43,,5986,181597,0.456
Poland,POL,2021-05-02,,,,,,227494,,,,,5708,171736,0.431
Poland,POL,2021-05-03,11995786,9018412,2977374,,,207674,30.1,22.63,7.47,,5210,157014,0.394
Poland,POL,2021-05-04,,,,,,223591,,,,,5610,166241,0.417
Poland,POL,2021-05-05,12614827,9454765,3308889,,,219065,31.65,23.72,8.3,,5496,175104,0.439
Poland,POL,2021-05-06,13034348,9735602,3451651,,419521,223364,32.7,24.43,8.66,,5604,162532,0.408
Poland,POL,2021-05-07,13409463,9987919,3579910,,375115,247933,33.64,25.06,8.98,,6221,175759,0.441
Poland,POL,2021-05-08,13670541,10185393,3650119,,261078,256212,34.3,25.55,9.16,,6428,181151,0.455
Poland,POL,2021-05-09,13764238,10260941,3671671,,93697,261116,34.53,25.74,9.21,,6551,184724,0.463
Poland,POL,2021-05-10,13957627,10400987,3728697,,193389,280263,35.02,26.1,9.36,,7032,197511,0.496
Poland,POL,2021-05-11,14274291,10609955,3839390,,316664,281284,35.81,26.62,9.63,,7057,196195,0.492
Poland,POL,2021-05-12,,,,,,299243,,,,,7508,200892,0.504
Poland,POL,2021-05-13,15144771,11112068,4241956,,,301489,38.0,27.88,10.64,,7564,196638,0.493
Poland,POL,2021-05-14,15509013,11329356,4415044,,364242,299936,38.91,28.42,11.08,,7525,191634,0.481
Poland,POL,2021-05-15,15776030,11490114,4535597,,267017,300784,39.58,28.83,11.38,,7547,186389,0.468
Poland,POL,2021-05-16,15879467,11556822,4577701,,103437,302176,39.84,29.0,11.49,,7581,185126,0.464
Poland,POL,2021-05-17,16043547,11664606,4642010,,164080,297989,40.25,29.27,11.65,,7476,180517,0.453
Poland,POL,2021-05-18,16372436,11868779,4794334,,328889,299735,41.08,29.78,12.03,,7520,179832,0.451
Poland,POL,2021-05-19,,,,,,300591,,,,,7542,179714,0.451
Poland,POL,2021-05-20,17254902,12369238,5222430,,,301447,43.29,31.03,13.1,,7563,179596,0.451
Poland,POL,2021-05-21,17620338,12577946,5410599,,365436,301618,44.21,31.56,13.57,,7567,178370,0.448
Poland,POL,2021-05-22,17866586,12710402,5553678,,246248,298651,44.83,31.89,13.93,,7493,174327,0.437
Poland,POL,2021-05-23,17941112,12748812,5597165,,74526,294521,45.01,31.99,14.04,,7389,170284,0.427
Poland,POL,2021-05-24,18085811,12814730,5689744,,144699,291752,45.38,32.15,14.28,,7320,164303,0.412
Poland,POL,2021-05-25,18389807,12960092,5855700,,303996,288196,46.14,32.52,14.69,,7231,155902,0.391
Poland,POL,2021-05-26,18785240,13145222,6071067,,395433,281653,47.13,32.98,15.23,,7067,146602,0.368
Poland,POL,2021-05-27,19175171,13302965,6308403,,389931,274324,48.11,33.38,15.83,,6883,133390,0.335
Poland,POL,2021-05-28,19525032,13451439,6562897,,349861,272099,48.99,33.75,16.47,,6827,124785,0.313
Poland,POL,2021-05-29,19807955,13580235,6786561,,282923,277338,49.7,34.07,17.03,,6958,124262,0.312
Poland,POL,2021-05-30,19909052,13633827,6868820,,101097,281134,49.95,34.21,17.23,,7054,126431,0.317
Poland,POL,2021-05-31,20084619,13707350,7019149,,175567,285544,50.39,34.39,17.61,,7164,127517,0.32
Poland,POL,2021-06-01,20536042,13896798,7300303,,451423,306605,51.52,34.87,18.32,,7693,133815,0.336
Poland,POL,2021-06-02,21174546,14145161,7700322,,638504,341329,53.13,35.49,19.32,,8564,142848,0.358
Poland,POL,2021-06-03,21326996,14224874,7777048,,152450,307404,53.51,35.69,19.51,,7713,131701,0.33
Poland,POL,2021-06-04,21753938,14400079,8039881,,426942,318415,54.58,36.13,20.17,,7989,135520,0.34
Poland,POL,2021-06-05,22025871,14551620,8169746,,271933,316845,55.26,36.51,20.5,,7950,138769,0.348
Poland,POL,2021-06-06,22134362,14613790,8223526,,108491,317901,55.53,36.67,20.63,,7976,139995,0.351
Poland,POL,2021-06-07,22340624,14690217,8368827,,206262,322286,56.05,36.86,21.0,,8086,140410,0.352
Poland,POL,2021-06-08,22737088,14845783,8621029,,396464,314435,57.05,37.25,21.63,,7889,135569,0.34
Poland,POL,2021-06-09,23240142,15048382,8930085,,503054,295085,58.31,37.76,22.41,,7404,129032,0.324
Poland,POL,2021-06-10,23628450,15168747,9204705,,388308,328779,59.28,38.06,23.09,,8249,134839,0.338
Poland,POL,2021-06-11,24045826,15324134,9479766,,417376,327413,60.33,38.45,23.78,,8215,132008,0.331
Poland,POL,2021-06-12,24360781,15457211,9675538,,314955,333559,61.12,38.78,24.28,,8369,129370,0.325
Poland,POL,2021-06-13,24470301,15503070,9747952,,109520,333706,61.4,38.9,24.46,,8373,127040,0.319
Poland,POL,2021-06-14,24687629,15549895,9929923,,217328,335286,61.94,39.01,24.91,,8412,122811,0.308
Poland,POL,2021-06-15,,,,,,335460,,,,,8417,119231,0.299
Poland,POL,2021-06-16,25482985,15810905,10485703,,,320406,63.94,39.67,26.31,,8039,108932,0.273
Poland,POL,2021-06-17,25884468,15940640,10765849,,401483,322288,64.94,39.99,27.01,,8086,110270,0.277
Poland,POL,2021-06-18,26206854,16045779,10993055,,322386,308718,65.75,40.26,27.58,,7746,103092,0.259
Poland,POL,2021-06-19,26422469,16127860,11136832,,215615,294527,66.29,40.46,27.94,,7390,95807,0.24
Poland,POL,2021-06-20,26494562,16152134,11190284,,72093,289180,66.47,40.53,28.08,,7255,92723,0.233
Poland,POL,2021-06-21,26665528,16184242,11337728,,170966,282557,66.9,40.61,28.45,,7089,90621,0.227
Poland,POL,2021-06-22,27078372,16302839,11643337,,412844,284724,67.94,40.9,29.21,,7144,88920,0.223
Poland,POL,2021-06-23,27467853,16409509,11934134,,389481,283553,68.92,41.17,29.94,,7114,85515,0.215
Poland,POL,2021-06-24,27621910,16447968,12052910,,154057,248206,69.3,41.27,30.24,,6227,72475,0.182
Poland,POL,2021-06-25,,,,,,254494,,,,,6385,71862,0.18
Poland,POL,2021-06-26,28354710,16649656,12612947,,,276034,71.14,41.77,31.65,,6926,74542,0.187
Poland,POL,2021-06-27,28447379,16681699,12682542,,92669,278974,71.37,41.85,31.82,,6999,75652,0.19
Poland,POL,2021-06-28,28601320,16716871,12810211,,153941,276542,71.76,41.94,32.14,,6938,76090,0.191
Poland,POL,2021-06-29,28888753,16788252,13034402,,287433,258626,72.48,42.12,32.7,,6489,69345,0.174
Poland,POL,2021-06-30,29242214,16890799,13293459,,353461,253480,73.37,42.38,33.35,,6360,68756,0.173
Poland,POL,2021-07-01,29544033,16971186,13524896,,301819,274589,74.12,42.58,33.93,,6889,74745,0.188
Poland,POL,2021-07-02,29791445,17041184,13716258,,247412,257591,74.75,42.76,34.41,,6463,70339,0.176
Poland,POL,2021-07-03,29965841,17094868,13854142,,174396,230162,75.18,42.89,34.76,,5775,63602,0.16
Poland,POL,2021-07-04,30024149,17114524,13902713,,58308,225253,75.33,42.94,34.88,,5652,61832,0.155
Poland,POL,2021-07-05,30148610,17149431,14004587,,124461,221041,75.64,43.03,35.14,,5546,61794,0.155
Poland,POL,2021-07-06,30397872,17194359,14218165,,249262,215588,76.27,43.14,35.67,,5409,58015,0.146
Poland,POL,2021-07-07,30739367,17254158,14511120,,341495,213879,77.12,43.29,36.41,,5366,51908,0.13
Poland,POL,2021-07-08,31004510,17315918,14727053,,265143,208640,77.79,43.44,36.95,,5235,49247,0.124
Poland,POL,2021-07-09,31258249,17374533,14938143,,253739,209543,78.43,43.59,37.48,,5257,47621,0.119
Poland,POL,2021-07-10,,,,,,204432,,,,,5129,43982,0.11
Poland,POL,2021-07-11,31535478,17430956,15181701,,,215904,79.12,43.73,38.09,,5417,45205,0.113
Poland,POL,2021-07-12,31653505,17464202,15277111,,118027,214985,79.42,43.82,38.33,,5394,44967,0.113
Poland,POL,2021-07-13,31863546,17507308,15453502,,210041,209382,79.94,43.93,38.77,,5253,44707,0.112
Poland,POL,2021-07-14,32158852,17569346,15700212,,295306,202784,80.69,44.08,39.39,,5088,45027,0.113
Poland,POL,2021-07-15,32413199,17635269,15907199,,254347,201241,81.32,44.25,39.91,,5049,45622,0.114
Poland,POL,2021-07-16,,,,,,191793,,,,,4812,44901,0.113
Poland,POL,2021-07-17,32788403,17742406,16211976,,,198791,82.26,44.51,40.68,,4988,48523,0.122
Poland,POL,2021-07-18,,,,,,188633,,,,,4733,48418,0.121
Poland,POL,2021-07-19,32923412,17797365,16316648,,,181415,82.6,44.65,40.94,,4552,47595,0.119
Poland,POL,2021-07-20,33083693,17843723,16443569,,160281,174307,83.01,44.77,41.26,,4373,48059,0.121
Poland,POL,2021-07-21,33280946,17894628,16603052,,197253,160299,83.5,44.9,41.66,,4022,46469,0.117
Poland,POL,2021-07-22,33482067,17956225,16759941,,201121,152695,84.01,45.05,42.05,,3831,45851,0.115
Poland,POL,2021-07-23,33641540,18012081,16881997,,159473,148677,84.41,45.19,42.36,,3730,46178,0.116
Poland,POL,2021-07-24,,,,,,131063,,,,,3288,42235,0.106
Poland,POL,2021-07-25,33770147,18064022,16986230,,,130606,84.73,45.32,42.62,,3277,42020,0.105
Poland,POL,2021-07-26,33843941,18095178,17040924,,73794,131504,84.91,45.4,42.76,,3299,42545,0.107
Poland,POL,2021-07-27,33945590,18133454,17116255,,101649,123128,85.17,45.5,42.94,,3089,41390,0.104
Poland,POL,2021-07-28,34096548,18192439,17225194,,150958,116515,85.55,45.64,43.22,,2923,42544,0.107
Poland,POL,2021-07-29,34221338,18239525,17316491,,124790,105610,85.86,45.76,43.45,,2650,40471,0.102
Poland,POL,2021-07-30,34334259,18285323,17398999,,112921,98960,86.14,45.88,43.65,,2483,39035,0.098
Poland,POL,2021-07-31,34429956,18332060,17470071,,95697,103445,86.38,45.99,43.83,,2595,42001,0.105
Poland,POL,2021-08-01,34463736,18357076,17498174,,33780,99084,86.47,46.06,43.9,,2486,41865,0.105
Poland,POL,2021-08-02,34521740,18387784,17538257,,58004,96828,86.61,46.13,44.0,,2429,41801,0.105
Poland,POL,2021-08-03,34597705,18423513,17590257,,75965,93159,86.8,46.22,44.13,,2337,41437,0.104
Poland,POL,2021-08-04,34702058,18469353,17663125,,104353,86501,87.07,46.34,44.32,,2170,39559,0.099
Poland,POL,2021-08-05,34806538,18515393,17735484,,104480,83600,87.33,46.45,44.5,,2097,39410,0.099
Poland,POL,2021-08-06,,,,,,80342,,,,,2016,39319,0.099
Poland,POL,2021-08-07,34986764,18605722,17863405,,,79544,87.78,46.68,44.82,,1996,39095,0.098
Poland,POL,2021-08-08,,,,,,79272,,,,,1989,38221,0.096
Poland,POL,2021-08-09,35050510,18643526,17910610,,,75539,87.94,46.78,44.94,,1895,36535,0.092
Poland,POL,2021-08-10,35114129,18676038,17953396,,63619,73775,88.1,46.86,45.04,,1851,36075,0.091
Poland,POL,2021-08-11,35189762,18714190,18003250,,75633,69672,88.29,46.95,45.17,,1748,34977,0.088
Poland,POL,2021-08-12,35281208,18759946,18064134,,91446,67810,88.52,47.07,45.32,,1701,34936,0.088
Poland,POL,2021-08-13,,,,,,64117,,,,,1609,33182,0.083
Poland,POL,2021-08-14,35409730,18825714,18156083,,,60424,88.84,47.23,45.55,,1516,31427,0.079
Poland,POL,2021-08-15,35430974,18842300,18173552,,21244,58905,88.89,47.27,45.6,,1478,31097,0.078
Poland,POL,2021-08-16,35474489,18863709,18205787,,43515,60568,89.0,47.33,45.68,,1520,31455,0.079
Poland,POL,2021-08-17,35528975,18890548,18244397,,54486,59264,89.14,47.4,45.77,,1487,30644,0.077
Poland,POL,2021-08-18,35621237,18942274,18309754,,92262,61639,89.37,47.53,45.94,,1546,32583,0.082
Poland,POL,2021-08-19,35690920,18974615,18358017,,69683,58530,89.55,47.61,46.06,,1468,30667,0.077
Poland,POL,2021-08-20,35763435,19008598,18410561,,72515,59709,89.73,47.69,46.19,,1498,30824,0.077
Poland,POL,2021-08-21,35805427,19031403,18443277,,41992,56528,89.83,47.75,46.27,,1418,29384,0.074
Poland,POL,2021-08-22,35824579,19046468,18459139,,19152,56229,89.88,47.79,46.31,,1411,29167,0.073
Poland,POL,2021-08-23,,,,,,56615,,,,,1420,29380,0.074
Poland,POL,2021-08-24,35917007,19092270,18524940,,,55433,90.11,47.9,46.48,,1391,28817,0.072
Poland,POL,2021-08-25,,,,,,52000,,,,,1305,26161,0.066
Poland,POL,2021-08-26,36053472,19158536,18618197,,,51793,90.46,48.07,46.71,,1299,26274,0.066
Poland,POL,2021-08-27,36127090,19194135,18670217,,73618,51951,90.64,48.16,46.84,,1303,26505,0.066
Poland,POL,2021-08-28,36171384,19219260,18704011,,44294,52280,90.75,48.22,46.93,,1312,26837,0.067
Poland,POL,2021-08-29,36194405,19237695,18722803,,23021,52832,90.81,48.27,46.97,,1326,27318,0.069
Poland,POL,2021-08-30,36232370,19257631,18750231,,37965,51654,90.91,48.32,47.04,,1296,26895,0.067
Poland,POL,2021-08-31,36286614,19284686,18787636,,54244,52801,91.04,48.38,47.14,,1325,27488,0.069
Poland,POL,2021-09-01,36335572,19307400,18821841,,48958,50048,91.16,48.44,47.22,,1256,26000,0.065
Poland,POL,2021-09-02,36391474,19333347,18860734,,55902,48286,91.3,48.51,47.32,,1211,24973,0.063
Poland,POL,2021-09-03,36452021,19363616,18902890,,60547,46419,91.46,48.58,47.43,,1165,24212,0.061
Poland,POL,2021-09-04,36485044,19382663,18927433,,33023,44809,91.54,48.63,47.49,,1124,23343,0.059
Poland,POL,2021-09-05,36499891,19394323,18939077,,14847,43641,91.58,48.66,47.52,,1095,22375,0.056
Poland,POL,2021-09-06,36525458,19408281,18957376,,25567,41870,91.64,48.69,47.56,,1051,21521,0.054
Poland,POL,2021-09-07,36561654,19427000,18982051,,36196,39291,91.73,48.74,47.63,,986,20331,0.051
Poland,POL,2021-09-08,36604902,19448585,19011042,,43248,38476,91.84,48.8,47.7,,965,20169,0.051
Poland,POL,2021-09-09,,,,,,37989,,,,,953,20237,0.051
Poland,POL,2021-09-10,36709898,19501432,19082133,,,36840,92.1,48.93,47.88,,924,19688,0.049
Poland,POL,2021-09-11,36737087,19523117,19096932,,27189,36006,92.17,48.98,47.91,,903,20065,0.05
Poland,POL,2021-09-12,36749445,19532718,19106619,,12358,35651,92.2,49.01,47.94,,894,19771,0.05
Poland,POL,2021-09-13,,,,,,35845,,,,,899,19868,0.05
Poland,POL,2021-09-14,36803305,19561992,19143244,,,34522,92.34,49.08,48.03,,866,19285,0.048
Poland,POL,2021-09-15,36841191,19581730,19167754,,37886,33756,92.43,49.13,48.09,,847,19021,0.048
Poland,POL,2021-09-16,36878694,19601546,19191249,,37503,31613,92.53,49.18,48.15,,793,18077,0.045
Poland,POL,2021-09-17,36922081,19625034,19219358,,43387,30312,92.64,49.24,48.22,,761,17657,0.044
Poland,POL,2021-09-18,,,,,,28917,,,,,726,16208,0.041
Poland,POL,2021-09-19,36956930,19648110,19244807,,,29641,92.72,49.3,48.28,,744,16485,0.041
Poland,POL,2021-09-20,36977687,19659451,19259376,,20757,28759,92.78,49.32,48.32,,722,16014,0.04
Poland,POL,2021-09-21,37007048,19675679,19278324,,29361,29106,92.85,49.37,48.37,,730,16241,0.041
