date,country,code,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million
2021-11-13,Poland,POL,,,13121.0,329.201
2021-11-14,Poland,POL,,,13573.0,340.541
2021-11-15,Poland,POL,,,14123.0,354.34
2021-11-16,Poland,POL,,,14906.0,373.986
2021-11-17,Poland,POL,,,15316.0,384.272
2021-11-18,Poland,POL,,,15713.0,394.233
2021-11-19,Poland,POL,,,16093.0,403.767
2021-11-20,Poland,POL,,,16480.0,413.477
2021-11-21,Poland,POL,,,16733.0,419.824
2021-11-22,Poland,POL,,,17358.0,435.505
2021-11-23,Poland,POL,,,18320.0,459.642
2021-11-24,Poland,POL,,,18707.0,469.351
2021-11-25,Poland,POL,,,19087.0,478.885
2021-11-26,Poland,POL,,,19332.0,485.032
2021-11-27,Poland,POL,,,19707.0,494.441
2021-11-28,Poland,POL,,,20067.0,503.473
2021-11-29,Poland,POL,,,20521.0,514.864
2021-11-30,Poland,POL,,,21172.0,531.197
2021-12-01,Poland,POL,,,21332.0,535.211
2021-12-02,Poland,POL,,,21550.0,540.681
2021-12-03,Poland,POL,,,22035.0,552.849
2021-12-04,Poland,POL,,,22350.0,560.753
2021-12-05,Poland,POL,,,22264.0,558.595
2021-12-06,Poland,POL,,,22778.0,571.491
2021-12-07,Poland,POL,,,23604.0,592.215
2021-12-08,Poland,POL,,,23453.0,588.427
2021-12-09,Poland,POL,,,23433.0,587.925
2021-12-10,Poland,POL,,,23706.0,594.774
2021-12-11,Poland,POL,,,23755.0,596.004
2021-12-12,Poland,POL,,,23644.0,593.219
2021-12-13,Poland,POL,,,24051.0,603.43
2021-12-14,Poland,POL,,,24542.0,615.749
2021-12-15,Poland,POL,,,24275.0,609.05
2021-12-16,Poland,POL,,,23963.0,601.222
2021-12-17,Poland,POL,,,23795.0,597.007
2021-12-18,Poland,POL,,,23641.0,593.143
2021-12-19,Poland,POL,,,23219.0,582.556
2021-12-20,Poland,POL,,,23612.0,592.416
2021-12-21,Poland,POL,,,23858.0,598.588
2021-12-25,Poland,POL,,,20916.0,524.774
2021-12-26,Poland,POL,,,20838.0,522.817
2021-12-27,Poland,POL,,,21109.0,529.616
2021-12-28,Poland,POL,,,21283.0,533.982
2021-12-29,Poland,POL,,,20822.0,522.416
2021-12-30,Poland,POL,,,20433.0,512.656
2021-12-31,Poland,POL,,,19936.0,500.186
2022-01-01,Poland,POL,,,19408.0,486.939
2022-01-02,Poland,POL,,,19135.0,480.09
2022-01-03,Poland,POL,,,19493.0,489.072
2022-01-04,Poland,POL,,,19636.0,492.659
2022-01-05,Poland,POL,,,19264.0,483.326
2022-01-06,Poland,POL,,,18748.0,470.38
2022-01-07,Poland,POL,,,18439.0,462.627
2022-01-08,Poland,POL,,,18286.0,458.789
2022-01-09,Poland,POL,,,18063.0,453.194
2022-01-10,Poland,POL,,,18160.0,455.627
2022-01-11,Poland,POL,,,18095.0,453.996
2022-01-12,Poland,POL,,,17155.0,430.412
2022-01-13,Poland,POL,,,16307.0,409.136
2022-01-14,Poland,POL,,,15656.0,392.803
2022-01-15,Poland,POL,,,15114.0,379.204
2022-01-16,Poland,POL,,,14519.0,364.276
2022-01-17,Poland,POL,,,14601.0,366.333
2022-01-18,Poland,POL,,,14398.0,361.24
2022-01-19,Poland,POL,,,14005.0,351.38
2022-01-20,Poland,POL,,,13770.0,345.484
2022-01-21,Poland,POL,,,13624.0,341.821
2022-01-22,Poland,POL,,,13504.0,338.81
2022-01-23,Poland,POL,,,13491.0,338.484
2022-01-24,Poland,POL,,,13675.0,343.1
2022-01-25,Poland,POL,,,14153.0,355.093
2022-01-26,Poland,POL,,,14018.0,351.706
2022-01-27,Poland,POL,,,14279.0,358.254
2022-01-28,Poland,POL,,,14453.0,362.62
2022-01-29,Poland,POL,,,14804.0,371.427
2022-01-30,Poland,POL,,,15029.0,377.072
2022-01-31,Poland,POL,,,15447.0,387.559
2022-02-01,Poland,POL,,,16357.0,410.391
2022-02-02,Poland,POL,,,16529.0,414.706
2022-02-03,Poland,POL,,,16811.0,421.781
2022-02-04,Poland,POL,,,17262.0,433.097
2022-02-05,Poland,POL,,,17685.0,443.71
2022-02-06,Poland,POL,,,17661.0,443.108
2022-02-07,Poland,POL,,,18287.0,458.814
2022-02-08,Poland,POL,,,19014.0,477.054
2022-02-09,Poland,POL,,,18952.0,475.498
2022-02-10,Poland,POL,,,19055.0,478.082
2022-02-11,Poland,POL,,,19051.0,477.982
2022-02-12,Poland,POL,,,18912.0,474.495
2022-02-13,Poland,POL,,,18629.0,467.394
2022-02-14,Poland,POL,,,18824.0,472.287
2022-02-15,Poland,POL,,,19166.0,480.867
2022-02-16,Poland,POL,,,18477.0,463.581
2022-02-17,Poland,POL,,,18018.0,452.065
2022-02-18,Poland,POL,,,17617.0,442.004
2022-02-19,Poland,POL,,,17154.0,430.387
2022-02-20,Poland,POL,,,16443.0,412.548
2022-02-21,Poland,POL,,,16483.0,413.552
2022-02-22,Poland,POL,,,16509.0,414.204
2022-02-23,Poland,POL,,,15903.0,399.0
2022-02-24,Poland,POL,,,15130.0,379.606
2022-02-25,Poland,POL,,,14403.0,361.366
2022-02-26,Poland,POL,,,13670.0,342.975
2022-02-27,Poland,POL,,,12886.0,323.305
2022-02-28,Poland,POL,,,13024.0,326.767
2022-03-01,Poland,POL,,,12853.0,322.477
2022-03-02,Poland,POL,,,11627.0,291.717
2022-03-03,Poland,POL,,,10957.0,274.907
2022-03-04,Poland,POL,,,10423.0,261.509
2022-03-05,Poland,POL,,,9951.0,249.667
2022-03-06,Poland,POL,,,9456.0,237.247
2022-03-07,Poland,POL,,,9517.0,238.778
2022-03-08,Poland,POL,,,9478.0,237.799
2022-03-09,Poland,POL,,,8936.0,224.201
2022-03-10,Poland,POL,,,8558.0,214.717
2022-03-11,Poland,POL,,,8338.0,209.197
2022-03-12,Poland,POL,,,7977.0,200.14
2022-03-13,Poland,POL,,,7744.0,194.294
2022-03-14,Poland,POL,,,7833.0,196.527
2022-03-15,Poland,POL,,,7925.0,198.835
2022-03-16,Poland,POL,,,7636.0,191.584
2022-03-17,Poland,POL,,,7357.0,184.584
2022-03-18,Poland,POL,,,7023.0,176.204
2022-03-19,Poland,POL,,,6885.0,172.742
2022-03-20,Poland,POL,,,6669.0,167.323
2022-03-21,Poland,POL,,,6672.0,167.398
2022-03-22,Poland,POL,,,6745.0,169.229
2022-03-23,Poland,POL,,,6331.0,158.842
2022-03-24,Poland,POL,,,6206.0,155.706
2022-03-25,Poland,POL,,,5913.0,148.355
2022-03-26,Poland,POL,,,5675.0,142.384
2022-03-27,Poland,POL,,,5347.0,134.154
2022-03-28,Poland,POL,,,5333.0,133.803
2022-03-29,Poland,POL,,,5340.0,133.978
2022-03-30,Poland,POL,,,4963.0,124.52
2022-03-31,Poland,POL,,,4544.0,114.007
2022-04-01,Poland,POL,,,4049.0,101.588
2022-04-27,Poland,POL,,,1321.0,33.143
2022-05-04,Poland,POL,,,1125.0,28.226
2022-05-11,Poland,POL,,,981.0,24.613
2022-05-18,Poland,POL,,,661.0,16.584
2022-05-25,Poland,POL,,,523.0,13.122
2022-06-01,Poland,POL,,,408.0,10.237
2022-06-08,Poland,POL,,,376.0,9.434
2022-06-15,Poland,POL,,,315.0,7.903
2022-06-22,Poland,POL,,,287.0,7.201
2022-06-29,Poland,POL,,,338.0,8.48
2022-07-06,Poland,POL,,,449.0,11.265
2022-07-13,Poland,POL,,,694.0,17.412
2022-07-20,Poland,POL,,,1157.0,29.029
2022-07-27,Poland,POL,,,1884.0,47.269
2022-08-03,Poland,POL,,,2389.0,59.939
2022-08-10,Poland,POL,,,2742.0,68.796
2022-08-17,Poland,POL,,,2782.0,69.799
2022-08-24,Poland,POL,,,3025.0,75.896
2022-08-31,Poland,POL,,,2507.0,62.9
2022-09-07,Poland,POL,,,2102.0,52.738
2022-09-14,Poland,POL,,,2487.0,62.398
2022-09-21,Poland,POL,,,3086.0,77.427
